,title,year,duration,genres,rating,synopsis,directors,stars
694,Prince of Bollywood,2020.0,84,"
Adventure, Comedy            ",6.7,"
When an American boy brought up in an Indian community gets lost in NYC, his pearls of Bollywood wisdom comes to his rescue in the big, wild city.",Nidhi Kathuria,"Dan Acosta,Eric Barkley,Steve Boghossian,Nathaniel Cinelli"
695,Les mélancolies de Sade,2020.0,73,"
Drama            ",,"
        ",Guy Marignane,"Didier Sauvegrain,Catherine Gandois,Sarah-Jane Sauvegrain,Vincent Debost"
696,Super Madman,2020.0,90,"
Comedy            ",,"
        ",Gao Zeyang,"Tingdong Yang,Xingcheng Jiang"
697,Des gens passent et j'en oublie,2020.0,52,"
Comedy, Drama            ",,"
        ",Laurent Poncelet,"Salim Benayeche,Martina Coblentz,Christophe Delachaux,Marie-Christine Delhomme"
698,Ghemon: Questioni di principio,2020.0,3,,,"
        ",Jacopo Ardolino,
699,The Assembly - Interviews from the Middle of Everything,2020.0,62,"
Animation            ",,"
Eight white men meet by the campfire, at the bar and in the bathhouse. An animated satire based on interviews of people from the epicenter of norms and privileges. Who are they? What do ...                ",Malin Erixon,Mark Levengood
700,Gretel & Hansel,2020.0,87,"
Fantasy, Horror, Mystery            ",5.5,"
A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",Oz Perkins,"Sophia Lillis,Samuel Leakey,Alice Krige,Jessica De Gouw"
701,Mangkujiwo,2020.0,109,"
Horror            ",5.3,"
A born of Kuntilanak from a Twin Mirror with her misery.",Azhar Kinoi Lubis,"Sujiwo Tejo,Yasamin Jasem,Asmara Abigail,Roy Marten"
702,Caribe 'Todo incluído',2020.0,84,"
Comedy, Romance            ",4.8,"
Two female friends travel to Punta Cana to get over an infidelity.",Miguel García de la Calera,"Hiba Abouk,Cristina Castaño,Marc Clotet,Alejo Sauras"
703,I Hate Summer,2020.0,110,"
Comedy            ",6.7,"
Three families end up in the same rented house. Throughout the summer, they become friends and rediscover how to enjoy life.",Massimo Venier,"Aldo Baglio,Giovanni Storti,Giacomo Poretti,Lucia Mascino"
704,A Night in the Fields,2020.0,56,"
Drama            ",6.8,"
In a working-class town, Anthony and Dylan, two inseparable 14-year-old, decide to go for a walk to a retro house party in a nightclub called the Komplex. While one wants to join Océane, a ...                ",Guillaume Grélardon,"Jérémy Gillet,Félix Lefebvre,Nadia Tereszkiewicz,Yoann Zimmer"
705,Klovn the Final,2020.0,94,"
Comedy            ",6.6,"
Frank turns 50 and his good friend, Casper, invites him to Iceland on a boys' trip. However, the trip does not go quite as planned.",Mikkel Nørgaard,"Frank Hvam,Casper Christensen,Tina Bilsbo,Cassius Aasav Browning"
706,Eltilerin Savasi,2020.0,118,"
Comedy, Family            ",5.8,"
Known for their devotion to social media, Gizem and Sultan's understanding of marriage is different. Two women enter into an endless competition with each other.",Onur Bilgetay,"Gupse Ozay,Merve Dizdar,Ferit Aktug,Uraz Kaygilaroglu"
707,Hotwired in Suburbia,2020.0,87,"
Thriller            ",4.0,"
A widowed mother must help her teenage daughter escape a life of crime after she becomes embroiled in a dangerous scheme to steal luxury cars for her high school teacher.",Jason Bourque,"Zoë Belkin,Samantha Helt,Tyler Hynes,Tanya Clarke"
708,Lethal Kittens,2020.0,110,"
Comedy            ",7.8,"
In 2014 Russia's hybrid war against Ukraine turns hot. An engineer, actor, soccer coach and florist volunteer to fight on the front line. Unaware of the pivotal role they will play in the war, they discover the meaning of true leadership.",Volodymyr Tykhyy,"Dmitriy Tuboltsev,Stanislav Bzhezinskyi,Petro Mykytyuk,Vera Klimkovetskaya"
709,Copper Bill,2020.0,84,"
Thriller            ",3.8,"
Two thieves attempt to steal 80 million dollars of hidden Texas drug money from the famed ranch belonging to a dead member of the Cowboy Mafia.",Brett Bentman,"Thom Hallum,Dustin Rhodes,Kitty Harris,Arthur RedCloud"
710,Men at Work: Miami,2020.0,115,"
Comedy            ",5.0,"
When charismatic stripper Jorrit is single again, his best friend Bas convinces him to open a strip club in Miami. But they could use some extra hands and so their friend Thijs also flies ...                ",Johan Nijenhuis,"Jim Bakkum,Martijn Fischer,Juvat Westendorp,Eva van de Wijdeven"
711,Até o Fim,2020.0,93,"
Drama            ",7.6,"
Geralda's father is admitted to the hospital and he can die at any time. This painful expectation forces an interaction between her and the three sisters who have not seen each other since her mother's death in a long time.","Glenda Nicácio,Ary Rosa","Arlete Dias,Wal Diaz,Jenny Muller,Maíra Azevedo"
712,Halvai 5-0,2020.0,120,"
Comedy, Mystery            ",3.9,"
A halva industrialist is found murdered in his mansion. 5 suspects, 0 evidence. Intrigue, passion, hatred, intrigue, and every day new evidence comes to light that complicates the case. Will inspector Bekras find the murderer?",Manos Kampitis,"Markos Seferlis,Eleni Kastani,Giannis Zouganelis,Giannis Kapetanios"
713,Daria,2020.0,93,"
Mystery, Thriller            ",6.7,"
When Daria disappears after their first date, Marek finds her in a psychiatric hospital. Everything might be part of a disturbing game played by powerful pharmaceutical companies, though ...                ",Matej Pichler,"Klára Miklasová,Jaromír Nosek,Pawel Delag,Paul Louis Harrell"
714,The Odd Perspective,2020.0,93,"
Thriller            ",7.8,"
Aleix, a synergist able to see patterns in reality, joins forces with his estranged Chief of police brother in a murder investigation behind the apparently natural death of his supreme court judge father.",Yolanda Torres,"Christopher Hunter,Arne Gottschling,Sanna Toivanen,Maggie Martinez"
715,Wedding Partner,2020.0,86,"
Comedy, Drama            ",5.7,"
Putri (Prisia Nasution) is challenged to attend her ex-boyfriend marriage party. She invites three different guys, hoping that one of them could become her friend to the party. Disaster happens when all three come at the same time.",Iip Sariful Hanan,"Prisia Nasution,Gading Marten,Kevin Julio,Reza Nangin"
716,Kartoffelsalat 3 - Das Musical,2020.0,92,"
Musical            ",4.4,"
An elite high school and the chaotic Leo-Weiß school are threatened with closure: the school ministry has decided to close one of two schools in town. In order to convince possible ...                ",Michael David Pate,"Marta Shkop,Lea Mirzanli,Nicole Cross,Jasmin Wagner"
717,Guests in the Villa,2020.0,88,"
Drama            ",5.7,"
A sudden tragedy hits a wealthy middle-class family from North-East Italy. Tensions, hidden secrets and small hypocrisies emerge.",Ivano De Matteo,"Marco Giallini,Michela Cescon,Massimiliano Gallo,Erika Blanc"
718,Fathers,2020.0,110,"
Drama, Family            ",6.6,"
Based on a true story, Losing one leg, a man lives on his cyclo-trisaw drives to provide for two children his wife abandons at a pagoda's corner.",Huy Yaleng,"Huy Yaleng,Sonyta Mean,Kong Sophy,Tep Sreypov"
719,Fight Lah! Kopitiam,2020.0,97,"
Comedy            ",6.9,"
A gang of Kopitiam workers by coincidence involving in a boxing match",Matt Lai,"Jack Lim,Wai Fun Wan,Mike Chuah,Hanxiiaoaii"
720,La leyenda negra,2020.0,84,"
Drama            ",7.1,"
In Compton, a soon-to-be undocumented teenager fights for her right to stay in America while risking her family, her friendships, and her first love.",Patricia Vidal Delgado,"Monica Betancourt,Kailei Lopez,Irlanda Moreno,Maria Jose Fernandez"
721,Me Gusta la Tuya,2020.0,96,"
Comedy, Romance            ",6.1,"
Ricardo, a divorced doctor, falls in love with Claudia, and tries to know her by getting close to her brother Julio César, who is also his workmate. But everyone misunderstands him, starting to suspect he's chasing Julio César.",Roberto Angel Salcedo,"Mauricio Adrian,Pamela Almonte,Mario Cersósimo,Pamela De León"
722,The Imaginary State,2020.0,105,"
Drama, Thriller            ",,"
A Chilean man travels to Sweden searching for the answer to a crime that involves his family.",Alan Fischer,"Alex Antic,Isa Aouifia,Shlomit Baytelman,Samer Dishar"
723,Dubsmash,2020.0,126,"
Comedy            ",7.0,"
Dubsmash is a movie revolving around the lives of college students, their trials with love and the problems they face due to social media. Throwing light on the issue of phone addiction, it is an all-out entertainer.",Keshav Depur,"Supraja Koneti,Krishna Pavan,Getup Srinu"
724,Ancora pochi passi,2020.0,110,"
Horror            ",2.9,"
Four mysterious characters gather together in the presence of an elegant and austere woman. Each of them will tell a story, and these stories will finally intertwine while tension increases.",Pupi Oggiano,"Diego Casale,Georgia Lorusso,Valentina Anselmi,Omar Vestri"
725,My love is Aisulu,2020.0,85,"
Comedy            ",6.4,"
        ",Darhan Sarkenov,"Xander Bailey,David M. Edelstien,Edward Headington,Shawn L. Holt"
726,Variyavan,2020.0,115,"
Thriller            ",7.2,"
An young introvert youngster, get possessed by the man he accidentally killed, who tries to fulfil all his needs with the introverts body.",Karthik Gopal,Parthy
727,Rumbo al Mar,2020.0,90,"
Drama            ",5.0,"
A father, a son, and one dying wish: a trip to the sea.",Nacho Garassino,"Santiago Bal,Federico Bal,Anita Martínez,Zulma Faiad"
728,Sister War,2020.0,70,,,"
        ",Richard Kim,"Yeo Reum,Lee Sae-Bom"
729,Aasimkozilla,2020.0,153,"
Thriller            ",,"
        ","Shaman,Vishwa Maanya","Chandu Chatrapati,Honnavalli Krishna,Sonam Rai,Rakshika"
730,Mascarados,2020.0,66,"
Drama            ",7.1,"
A court order obliges the masked persons of the Festa do Divino to leave with an identification number. Not satisfied, a group of them tries to invade the city hall.","Henrique Borela,Marcela Borela","Vinícius Curva de Vento,Marcos Caetano,Aristides de Sousa,Marciley Caetano"
731,Una storia d'arte,2020.0,90,"
Drama            ",6.3,"
        ",Marco Pollini,"Alex Faccio,Esther Grigoli,Guariente Guarienti,Lorenzo Maggi"
732,Bread and People,2020.0,60,,8.5,"
Dispossessed in an essay about the daily bread. In a country like Brasil, of such abyssal social inequality as there is here, it's urgent for me in cinema to talk about the class to which I...                ",Renan Rovida,"Talita Araujo,Rogério Bandeira,Thiago Calixto,Rafaela Carneiro"
733,Falling,2020.0,112,"
Drama            ",6.5,"
John Peterson lives with his partner Eric and their adopted daughter in Southern California. When he is visited by his aging father who is searching for a place to retire, their two very different worlds collide.",Viggo Mortensen,"Viggo Mortensen,Lance Henriksen,Laura Linney,Terry Chen"
734,Adu,2020.0,119,"
Drama            ",6.8,"
Three people, three stories, one thing in common: Africa.",Salvador Calvo,"Luis Tosar,Álvaro Cervantes,Anna Castillo,Moustapha Oumarou"
735,Jawaani Jaaneman,2020.0,119,"
Comedy, Drama            ",6.5,"
A 40 year-old playboy's life turns upside down when he comes to know that he has a 20 something year-old daughter.",Nitin Kakkar,"Saif Ali Khan,Alaya F,Tabu,Kumud Mishra"
736,Ask Tesadüfleri Sever 2,2020.0,124,"
Drama, Romance            ",7.0,"
An unforgettable love that overcomes all obstacles, even time, distance and falling apart.","Ipek Sorak,Ömer Faruk Sorak","Nesrin Cavadzade,Yigit Kirazci,Elif Dogan,Aytaç Sasmaz"
737,Sinister Savior,2020.0,84,"
Drama, Thriller            ",4.2,"
Karen, an emergency room doctor, is rescued by a handsome stranger named Daniel after she is attacked on her way home one night. When Daniel is injured in the attack, Karen takes him back ...                ",Michael Feifer,"Marci Miller,Kelly Blatz,Rosa Blasi,Lew Temple"
738,Aswathama,2020.0,133,"
Action, Crime, Thriller            ",6.4,"
After his sister and some other women are found mysteriously impregnated, a young man sets out to find the perpetrator.",Ramana Teja,"Naga Shaurya,Mehreen Pirzada,Jisshu Sengupta,Prince Cecil"
739,Small Chops,2020.0,98,"
Drama            ",3.3,"
Nikita, an afro dancer at a bar catches the attention of Casper, an uptight business mogul. Casper pays for a weekend of private entertainment, things don't go as planned.",Robert Peters,"Toyin Abraham,Omotunde Adebowale David,Lilian Chioma Agu,Gbenga Alabi"
740,Love Mocktail,2020.0,153,"
Drama, Romance            ",8.2,"
Love Mocktail is a romantic and fun film about the protagonist Aadi's quest for love. Life takes him through a rollercoaster ride and goes through varied experience at several stages ...                ",Darling Krishna,"Darling Krishna,Milana Nagaraj,Amrutha Iyengar,Abhilaash"
741,The Scientist,2020.0,93,"
Horror            ",2.9,"
Steve struggles to care for his wife who has only a few weeks to live. While trying to stay strong, Steve tries to develop a cure by ignoring all legal and moral limits with his treatment methods.",Derrick Granado,"Daniel B. Davis,Shannon Denay,David Dittmeier,Robb Hudspeth"
742,Mariyam Vannu Vilakkoothi,2020.0,115,"
Comedy, Thriller            ",5.2,"
Three friends, all the way from their school days and are still together, working in the same company. The problems start when the trio decided to celebrate their colleague's birthday at the place where he stays as a paying guest.",Jenith Kachappilly,"Siju Wilson,S.V. Krishna Shankar,Shabareesh Varma,Althaf Salim"
743,Matchless Mulan,2020.0,90,"
Action, History, War            ",5.7,"
During the Northern Wei Dynasty, the Rouran army invaded the border, and the country called up military residents to go out to battle. To perform the duty for her father, Hua Mulan disguised herself as a man and came to battlefield.",Chen Cheng,"Xue'er Hu,Wei Wei,Jarvis Wu"
